1ID,CIL ID,Document Name,Requirements Section,Requirements Text,Submittal PMT,In Compliance with Contract Documents,Reference Document,DCN,Comments,LIVE - Req. Change,LIVE - Appor. To,Static of LIVE - Req. Change,Static of LIVE - Appor. To
834,TVA 1589,20 CP4 TVA,"2.1.4.2  Sabotage
To disrupt/ damage Interlocking system operations","Mitigation C
[INF]
Physical security barriers (fencing) erected along the ROW to restrict access and provide standoff from switches.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
Specification",Verified,TT-D1001 to TT-D1046 Plan,"CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)

TT-D1004, TT-D1006 affected by DCN 133 rev 0",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
861,TVA 1606,20 CP4 TVA,"2.1.4.4  Cyber Attack
Remote or on-site access, control and disruption of rail Signals.","Mitigation L
[INF]
Physical security barriers (fencing) erected along the ROW to restrict access and provide standoff from signals.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
Specification",Verified,TT-D1001 to TT-D1046 Plan,"TT-D1001 to TT-D1046 Plan (as affected by DCN 59)

CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)


TT-D1004, TT-D1006 affected by DCN 133 rev 0",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
870,TVA 1614,20 CP4 TVA,"2.1.4.5  Crime
Vandalism and damage to rail interlocking system.","Mitigation C
[INF]
Physical security barriers (fencing) erected along the ROW to restrict access and provide standoff from switches.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
Specification",Verified,TT-D1001 to TT-D1046 Plan,"TT-D1001 to TT-D1046 Plan (as affected by DCN 59)

CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)

TT-D1004, TT-D1006 affected by DCN 133 rev 0",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
933,TVA 1665,20 CP4 TVA,"3.1.1.1  IED
Detonates on or adjacent to rail track.","Mitigation C
[INF]
Physical security barriers (fencing) erected along the -At Grade Right of Way- to prevent/restrict access from rail track","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)",Verified,TT-B0101 to TT-B0105,"CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
948,TVA 1674,20 CP4 TVA,"3.1.1.2  Sabotage
To disrupt/ damage rail track.","Mitigation C
[INF]
Physical security barriers (fencing) erected along the -At Grade Right of Way- to prevent/restrict access from rail track","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)",Verified,TT-B0101 to TT-B0105,"CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
", , 
961,TVA 1683,20 CP4 TVA,"3.1.1.3  Crime
Trespass onto Rail track system","Mitigation C
[INF]
Physical security barriers (fencing) erected along the -At Grade Right of Way- to prevent/restrict access from rail track","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)",Verified,TT-B0101 to TT-B0105,"CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
973,TVA 1692,20 CP4 TVA,"3.1.1.4  Crime
Vandalism and damage to rail track system","Mitigation C
[INF]
Physical security barriers (fencing) erected along the -At Grade Right of Way- to prevent/restrict access from rail track","Design Baseline Report
HST At-Grade (Guideway)
RDW Overhead (HST Underpass)",Verified,TT-B0101 to TT-B0105,"CV-Y4123 to CV-Y4146 (Drawings added by DCN 92)

TT-B0112a toTT-B0112c (Drawings added by DCN 92)",,"DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment

DL00020:
Installation and construction of AR fencing is NIC however design is still to be included. 

DL00020R3:
DL00020-R3 is a notice to cancel DL00020. Please note DL00020-R1 and DL00020-R2 were created and
ultimately combined into DL00020-R3 during the internal review. 

DL00020R4: DL00020-R4 provides new Directive Drawings (DD-CV-006, DD-CV-920, DD-CV-921).  DL00020-R3 remains unchanged by R4.

RVTM:  1622, 1624, 1629, 1630, 1632, 1634, 1642, 1643, 1645, 1646, 1649, 1651, 1666-1668, 1670, 1671, 1692-1694, 1697, 1700, 1708, 1710-1716, 1718-1720, 1722-1728, 1732, 1733, 1735-1738, 1740-1744, 1750, 1751, 12504, 12505, 13967, 14808","DL00020:
Entire Segment

DL00020R3:
Entire Segment

DL00020R4: Entire Segment
"
1963,IF 6330,30 CP4 IF-REG,2.1.1.1.1 Interface between O&M Universal Crossover Spacing Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M universal crossover spacing requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",N/A,N/A,,There is no Universal Cross Over at North Civil.,"DL0004R1:
Entire segment
DL0004R1:
Change nominal spacing between universal crossovers from 20-miles to 40-miles apart.

RVTM:  944","DL0004R1:
Entire segment","DL0004R1:
Entire segment
DL0004R1:
Change nominal spacing between universal crossovers from 20-miles to 40-miles apart.

RVTM:  944","DL0004R1:
Entire segment"
1964,IF 6331,30 CP4 IF-REG,2.1.1.1.2 Interface between O&M Station Crossover Spacing Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M station crossover spacing requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",N/A,,,Moved to N/A as per discussions with HSR Authority in Interface Meeting.," 
 ", ," 
 ", 
1966,IF 355,30 CP4 IF-REG,"2.1.1.2.1 Interface between O&M Maximum Design Speed (HST Tracks) and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M maximum design speed (HST tracks) has been applied by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-D1003 to TT-D1020
TT-D1024 to TT-D1034","TT-D1001 to TT-D1046 Plan (as affected by DCN 59)

TT-D1004, TT-D1006 affected by DCN 133 rev 0",Max. Speed is 250mph as per Curve data table ," 
 ", , , 
1967,IF 4355,30 CP4 IF-REG,"2.1.1.2.2 Interface between O&M Maximum Design Speed (Special Trackwork) and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M maximum design speed (special trackwork) has been applied by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",N/A,N/A,,There is no Universal CrossOver/Special Track in North section,"DL0004:
At all universal crossovers in segment.
DL0004:
Reduce the design speed from 110-mph to 80-mph at universal crossovers

RVTM: 790, 800","DL0004:
At all universal crossovers in segment.","DL0004:
At all universal crossovers in segment.
DL0004:
Reduce the design speed from 110-mph to 80-mph at universal crossovers

RVTM: 790, 800","DL0004:
At all universal crossovers in segment."
1969,IF 187,30 CP4 IF-REG,"2.1.1.3.1 Interface between O&M Computer-Based Modeling and GWY Infrastructure
","Purpose/Scope:
Ensures that the correct GWY track alignment configuration, track alignment features and performance criteria have been applied by the O&M team in the computer-based modeling (static simulation).","Design Baseline Report
HST At-Grade (Guideway)",Pending,,TT-D1003 to TT-D1045  (Design Speed is 250MPH) (as affected by DCN 59),Information is pending from HSR Authority to run model for end to end HSR. ," 
 ", , , 
1971,IF 597,30 CP4 IF-REG,"2.1.1.4.1 Interface between O&M Visibility of Wayside/Trackside Equipment Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M visibility of wayside/trackside equipment requirements have been applied by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,Information is pending from HSR Authority for visibility requirements for train driver to verify this Interface. ," 
 ", ," 
 ", 
1975,IF 911,30 CP4 IF-REG,"2.2.1.1.1 Interface between O&M MoI Infrastructure Access Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M MoI infrastructure access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified," CV-R3101-SWS513
CV-R5101-SWS513,
CV-R3101-SRS14,
CV-R5101-SRS14,
CV-R3101-PS531,
CV-R5101-PS531,
CV-R3101-SRS15,
CV-R5101-SRS15,
CV-R3101-PS532,
CV-R5101-PS532
CV-R1101-SWS513
CV-R1101-SRS14
CV-R1102-SRS14
CV-R1103-SRS14
CV-R1101-PS531
CV-R1101-SRS15
CV-R1102-SRS15","CV-R3101-SWS513, CV-R5101-SWS513, CV-R1101-SWS513 affected by DCN 133 rev 0","Access road is 22' Including shoulder,Turning radius 48 feet and Gate entry to facility is 20 Feet"," 
 ", , , 
1977,IF 843,30 CP4 IF-REG,"2.2.1.2.1 Interface between O&M MoI Walkway Spatial Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M MoI walkway spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", ," 
 ", 
1978,IF 912,30 CP4 IF-REG,"2.2.1.2.2 Interface between O&M MoI Access Stairway Spatial Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M MoI access stairway spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Open Trench",Verified,"TT-D1006
TT-D1014
TT-D1023
TT-D1031
TT-D1039",TT-D1006 affected by DCN 133 rev 0,Emergency Access Stairways," 
 ", ," 
 ", 
1983,IF 512,30 CP4 IF-REG,2.2.1.4.1 Interface between O&M MoI Equipment Dynamic Envelope Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI equipment dynamic envelope requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Verified,TT-B0101 to TT-B0109,,," 
 ", , , 
1987,IF 2586,30 CP4 IF-REG,"2.2.1.5.1 Interface between O&M MoI CIV Maintainability & Ease of Maintenance Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the applicable O&M MoI CIV maintainability & ease of maintenance requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)",Verified,"TT-B0101 to TT-B0105
TT-B0111 ,TT-B0112",,15' Maintenance Access ," 
 ", ," 
 ", 
1989,IF 1203,30 CP4 IF-REG,"2.2.1.5.3 Interface between O&M MoI DRN Maintainability & Ease of Maintenance Requirements and GWY Infrastructure
","Purpose/Scope:
Ensures that the O&M MoI DRN maintainability & ease of maintenance requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Overhead (HST Underpass)
RDW Underpass (HST Overpass)",Verified,"TT-B0110  to TT-B0112
TT-G3101 to TT-G3103",TT-G3101 (affected by DCN 100),Typical Section sof Drainage System," 
 ", ," 
 ", 
1994,IF 831,30 CP4 IF-REG,3.3.1.1.1 Interface between O&M MoI TCS Interlocking & TCC House Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI TCS Interlocking & TCC house site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Cut & Cover Tunnel",N/A,N/A,,No Interlocking in North ," 
 ", ," 
 ", 
1997,IF 5611,30 CP4 IF-REG,3.3.2.1.1 Interface between SYS TCS Interlocking & TCC House Site Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS interlocking & TCC house site location (where to install, not size) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,N/A,,No Interlocking in North ," 
 ", ," 
 ", 
1998,IF 794,30 CP4 IF-REG,3.3.2.1.2 Interface between SYS TCS Interlocking & TCC House Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS interlocking & TCC house site spatial requirements (site, not location) have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,N/A,,No Interlocking in North ," 
 ", ," 
 ", 
2000,IF 3304,30 CP4 IF-REG,3.3.2.2.1 Interface between SYS TCS Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS wayside/field equipment (not trackside) spatial requirements have been addressed by the INF team.F45","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,Awaiting confirmation from the Authority Team that the spatial dimensions provided for TCS wayside equipment are sufficient.," 
 ", ," 
 ", 
2001,IF 5627,30 CP4 IF-REG,3.3.2.2.2 Interface between SYS TCS Wayside/Field Equipment Foundation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS wayside/field equipment foundation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,Awaiting confirmation from the Authority Team that the spatial dimensions provided for TCS wayside equipment foundation are sufficient.," 
 ", ," 
 ", 
2003,IF 876,30 CP4 IF-REG,"3.3.2.3.1 Interface between SYS TCS Conduit, Duct Bank, Cable Trough & Manhole Requirements and GWY Infrastructure","Purpose/Scope:
Ensures that the SYS TCS conduit, duct bank, cable trough & manhole requirements have been addressed by the INF team, including but not limited to:
- Track circuits & cases
- Signals
- Transponder & LEU
- Cross bonding
- Signal power supply
- Signal power distribution
- ...","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)
Specification",Verified,TT-B0101 to TT-B0111,,.," 
 ", ," 
 ", 
2007,IF 2611,30 CP4 IF-REG,3.3.2.5.1 Interface between SYS TCS System Utility Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS TCS system utility spatial requirements have been addressed by the INF team, including but not limited to:
- Electrical utility (e.g. PG&E)
- Gas/fuel
- Water
- Sewer
- Communications","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",N/A,N/A,,N/A for Middle Civil Section.All SYS TCS Utility spatial  interface requiremement have been verified in South Civil Section submittal. of CP4.," 
 ", ," 
 ", 
2011,IF 5871,30 CP4 IF-REG,3.4.1.1.1 Interface between O&M MoI COM Equipment Shelter & Radio Tower Site Access Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the O&M MoI COM equipment shelter & radio tower site access requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"TT-D1006,TT-D1014,TT-D1023,TT-D1031,TT-D1039","TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0",Space accomodations provided for a communication shelter & radio tower at a spacing of approx 5 miles.," 
 ", ," 
 ", 
2014,IF 5653,30 CP4 IF-REG,3.4.2.1.1 Interface between SYS COM Equipment Shelter & Radio Tower Site Location Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM equipment shelter & radio tower site location (where to install, not size) requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"TT-D1006,TT-D1014,TT-D1023,TT-D1031,TT-D1039","TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0",Space accomodations provided for a communication shelter & radio tower at a spacing of approx 5 miles.,"RFI 0080:
S-SRS-WOO
RFI 0080:
Standalone radio site S-SRS-WOO location is located at Sta 14961+50","RFI 0080:
S-SRS-WOO","RFI 0080:
S-SRS-WOO
RFI 0080:
Standalone radio site S-SRS-WOO location is located at Sta 14961+50","RFI 0080:
S-SRS-WOO"
2015,IF 904,30 CP4 IF-REG,3.4.2.1.2 Interface between SYS COM Equipment Shelter & Radio Tower Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM equipment shelter & radio tower site spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench",Verified,"TT-D1006,TT-D1014,TT-D1023,TT-D1031,TT-D1039","TT-D1006 (as affected by DCN 59)

TT-D1006 affected by DCN 133 rev 0",," 
 ", ," 
 ", 
2017,IF 600,30 CP4 IF-REG,3.4.2.2.1 Interface between SYS COM Wayside/Field Equipment Spatial Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM wayside/field equipment spatial requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",Pending,,,Awaiting confirmation from the Authority Team that the spatial dimensions provided for Communication wayside equipment are sufficient.," 
 ", ," 
 ", 
2018,IF 5725,30 CP4 IF-REG,3.4.2.2.2 Interface between SYS COM Wayside/Field Equipment Foundation Requirements and GWY Infrastructure,"Purpose/Scope:
Ensures that the SYS COM wayside/field equipment foundation requirements have been addressed by the INF team.","Design Baseline Report
HST At-Grade (Guideway)
HST Aerial Structure and/or Bridge
HST Cut & Cover Tunnel
HST Open Trench
RDW Underpass (HST Overpass)",N/A,,,Moved to N/A as per discussions with HSR Authority in Interface Meeting.," 
 ", ," 
 ", 
